soil_moisture,blue,green,red,red_edge,NIR
25.63,0.138933644,0.180314789,0.164005508,0.292768602,0.526592351
26.25,0.155199939,0.19167303,0.190999479,0.314479885,0.533931802
27.55,0.156024915,0.180187181,0.179792814,0.303635439,0.519718889
19.58,0.111084155,0.158197151,0.15758639,0.282797557,0.498199855
30.17,0.142850382,0.159654791,0.145741014,0.280906878,0.526015368
18.54,0.122780576,0.175458852,0.168852166,0.306161419,0.504931393
25.4,0.143689881,0.176285504,0.17023952,0.291097894,0.514522749
26.75,0.140292356,0.176361704,0.165254929,0.291128809,0.497863564
25.6,0.133889561,0.174193442,0.156684331,0.28643245,0.492270895
26.13,0.147607177,0.187190282,0.187783375,0.314065456,0.521995695
27.58,0.152225966,0.177330027,0.176963486,0.302316733,0.496476591
19.44,0.12474502,0.157408665,0.157103312,0.280884859,0.485025967
30.21,0.125749173,0.156596068,0.144258776,0.278782048,0.510137192
18.7,0.125519227,0.160909326,0.157305982,0.287436417,0.477826845
25.4,0.138364967,0.160321535,0.160229081,0.271623173,0.471376219
26.89,0.124963003,0.158049151,0.152628721,0.271622375,0.462675712
25.69,0.133014035,0.156257948,0.143155022,0.262011739,0.463970515
26.22,0.147403892,0.174752766,0.179738658,0.301702559,0.489394143
27.59,0.146190413,0.163044396,0.168723492,0.283116274,0.46148362
19.62,0.131415823,0.155821443,0.159543859,0.277982982,0.459994582
30.31,0.136085832,0.150039233,0.143026989,0.270842203,0.484593622
18.69,0.130121746,0.157621263,0.155614095,0.281405123,0.466518416
25.42,0.141921475,0.157827168,0.159264861,0.266995803,0.467100782
26.78,0.129030412,0.154898606,0.149728144,0.268008698,0.455625698
25.68,0.125752578,0.152402729,0.140680376,0.255881469,0.45877634
26.26,0.150603377,0.172340178,0.176524734,0.297475103,0.481905188
27.58,0.148165742,0.16019561,0.165471004,0.279166547,0.45680331
19.81,0.129545563,0.153833697,0.159375999,0.274745479,0.450012266
30.19,0.136936995,0.14764136,0.140837907,0.267067817,0.477091914
18.58,0.128853336,0.176303233,0.167467465,0.303048217,0.51183858
25.33,0.136264104,0.176116923,0.170737232,0.288285807,0.51767793
26.82,0.13176255,0.174213938,0.162136352,0.286638617,0.504267884
25.59,0.131193734,0.174249393,0.155611333,0.282175129,0.50382637
26.18,0.150704027,0.186663941,0.185850793,0.310958389,0.52342665
27.57,0.154450849,0.178156224,0.175932752,0.296109521,0.496985978
19.4,0.105477261,0.15747957,0.155313107,0.275087934,0.480471943
30.16,0.118409916,0.157640484,0.142860773,0.274982091,0.512142859
26.36,0.141009322,0.174019128,0.17880894,0.302050144,0.488186832
19.73,0.122439399,0.154544676,0.159329045,0.278488997,0.464974016
30.24,0.130967473,0.153282076,0.146032108,0.276899005,0.491339043
18.63,0.121749555,0.173533382,0.166897693,0.306579029,0.51772163
25.38,0.126784352,0.176149128,0.168480681,0.289357589,0.526906787
26.84,0.122272634,0.176280231,0.168650114,0.295498771,0.513949459
25.64,0.135738612,0.175196038,0.160604486,0.288835778,0.521711542
26.28,0.138447004,0.184405879,0.186277861,0.312503585,0.526338375
27.57,0.138849223,0.175938385,0.174757967,0.301336141,0.512920429
19.7,0.103902666,0.153726121,0.153304534,0.277725252,0.487228716
30.23,0.113696499,0.155442668,0.141688844,0.27763733,0.511069956
18.61,0.125897532,0.150887239,0.148050234,0.268155067,0.449346327
25.33,0.128818077,0.150516934,0.151389504,0.254334346,0.443104508
26.82,0.126882875,0.14962145,0.145833599,0.258680537,0.440025456
25.67,0.125258308,0.148290716,0.136428791,0.249297756,0.447292684
26.29,0.145015995,0.167038771,0.17156474,0.287415414,0.470444572
27.57,0.140401665,0.156477845,0.160491232,0.271651345,0.448766002
19.61,0.127164301,0.151602347,0.156060709,0.269465467,0.449214083
30.26,0.137132693,0.145491424,0.137832938,0.261517029,0.468797515
19.16,0.126010517,0.156928831,0.158834864,0.295762287,0.489743923
25.75,0.132467064,0.148469922,0.145639313,0.266677465,0.480408225
27.19,0.13359762,0.156727952,0.156704336,0.286051236,0.489832379
26.13,0.130146606,0.148368889,0.148296328,0.256086789,0.428715269
26.55,0.132768429,0.152114227,0.165884898,0.276116794,0.450143033
27.65,0.11907544,0.1312766,0.140317068,0.233113013,0.366358365
20.2,0.122101657,0.139288545,0.145505983,0.258997872,0.450371621
30.66,0.123806358,0.125554967,0.122795633,0.23218271,0.412184516
19.01,0.096564046,0.169595534,0.162937236,0.299836782,0.507248189
25.64,0.105395955,0.159939323,0.149554297,0.272204357,0.520301477
27.08,0.105451515,0.169652971,0.159465079,0.290884317,0.506444875
26.03,0.107981501,0.164927453,0.152010029,0.27906708,0.492097049
26.53,0.113462832,0.174372697,0.181936157,0.299080789,0.491243734
27.65,0.100306081,0.166050989,0.167017705,0.287484096,0.486467629
19.95,0.083258266,0.147458504,0.14915026,0.260897137,0.459912754
30.5,0.090106631,0.152351473,0.142149068,0.272369288,0.494472691
19.02,0.090719995,0.168206675,0.159473272,0.299270644,0.508710726
25.57,0.082719298,0.15868137,0.147378197,0.271407118,0.519108017
27.14,0.08997111,0.164561846,0.158045998,0.289177056,0.525296311
26.06,0.113790576,0.162942932,0.152358109,0.278394434,0.495942237
26.54,0.103527172,0.172432162,0.180863015,0.295976276,0.504067619
27.63,0.109473335,0.162783332,0.167064422,0.285318675,0.497092677
19.98,0.072115187,0.145692349,0.1468674,0.261068646,0.46344907
30.56,0.098724695,0.15007147,0.14095333,0.268839783,0.494385191
19.18,0.127889791,0.157638895,0.159584529,0.295393265,0.493883948
27.18,0.138343288,0.156419291,0.154688299,0.285995678,0.493212603
20.1,0.125231844,0.140605264,0.146934417,0.260095624,0.456340985
19.08,0.106832022,0.165160418,0.160621145,0.301655977,0.520044352
25.6,0.087285645,0.154670706,0.145234915,0.268619327,0.514106162
27.14,0.104620328,0.163788257,0.160436173,0.289323173,0.515459713
26.01,0.115438856,0.159759599,0.149116812,0.277433831,0.495570356
26.48,0.109937075,0.169531093,0.180720091,0.296180104,0.496300054
27.64,0.112213938,0.160055302,0.164040423,0.282307614,0.489956283
19.93,0.093997738,0.144383309,0.148222762,0.260063229,0.459659101
30.53,0.103338929,0.146889362,0.139241566,0.26512055,0.489683172
19.17,0.0967077,0.161156704,0.154698474,0.287718148,0.501596131
25.64,0.10203216,0.155166716,0.145275805,0.264518988,0.507678779
27.23,0.100736328,0.161210418,0.153378124,0.279303567,0.508088838
26.11,0.105598902,0.157131916,0.147371155,0.268343418,0.487366139
26.54,0.1101563,0.166002551,0.171509178,0.28444265,0.48404802
27.65,0.100771301,0.159744866,0.163291848,0.278566268,0.491539461
19.93,0.084512388,0.139486258,0.140772253,0.255290684,0.458823431
30.55,0.093753304,0.14445152,0.131804807,0.260509502,0.490123986
19.08,0.125692365,0.173270745,0.170367477,0.321326691,0.552839644
25.64,0.129347911,0.161335761,0.153406361,0.282409874,0.529477253
27.23,0.133306188,0.170022525,0.16687834,0.309095826,0.550440092
26.09,0.134854407,0.164149064,0.156175599,0.288986444,0.507158772
26.59,0.139619181,0.171693092,0.184649077,0.30710506,0.509333079
27.64,0.141288803,0.161751416,0.168184885,0.29227614,0.502483197
20,0.114931257,0.14736592,0.150195806,0.266504256,0.469681171
30.63,0.118980531,0.147334871,0.137674523,0.264347883,0.479318454
19.06,0.129899221,0.172911901,0.169300345,0.317124238,0.541281568
25.64,0.122389829,0.164862489,0.157381086,0.286531839,0.539329771
27.06,0.122262949,0.168720081,0.167952542,0.300251128,0.535046955
26.01,0.119872811,0.167420636,0.158915515,0.29248436,0.513985236
26.51,0.130790743,0.17406422,0.184106861,0.303607014,0.498372721
27.65,0.134341615,0.167358415,0.172703009,0.296691907,0.501444434
19.87,0.10240379,0.145667327,0.151396252,0.263061728,0.463583635
30.56,0.116308355,0.152409736,0.143931821,0.277411807,0.495282501
18.98,0.105271936,0.182390425,0.174510555,0.329770222,0.534570451
25.56,0.100777536,0.170774347,0.15883278,0.289640434,0.52449048
27.09,0.09821034,0.177562128,0.167656693,0.311969601,0.532103891
25.94,0.111139836,0.175146701,0.161248284,0.299710927,0.508049609
26.44,0.124872679,0.186062928,0.19597657,0.321218998,0.517822253
27.66,0.112975584,0.174002274,0.177089329,0.306447217,0.499139878
19.79,0.100066518,0.154824916,0.159003966,0.28377463,0.485749266
30.45,0.105424863,0.160522664,0.15058951,0.291107194,0.505942156
19.22,0.131115686,0.158704178,0.16062564,0.299744001,0.494624801
25.66,0.13961507,0.150032154,0.14687761,0.26564865,0.478613104
27.16,0.129545039,0.152319364,0.148361121,0.285736092,0.482744326
26.13,0.127328625,0.147384097,0.145121297,0.26289671,0.444540729
26.64,0.120635684,0.137889841,0.143889253,0.252407077,0.423010597
27.65,0.123325893,0.136684696,0.139644966,0.248771103,0.404219689
20.07,0.12299478,0.137802214,0.143339765,0.259069638,0.451181862
30.64,0.127917305,0.135022672,0.129058893,0.251589832,0.44947764
19.24,0.12154369,0.155983016,0.158208554,0.295691882,0.494110026
25.66,0.10660456,0.107168466,0.110042495,0.194216659,0.366457886
27.3,0.126579285,0.146851846,0.138047581,0.266908123,0.460853485
20.07,0.12131099,0.137658506,0.142330324,0.256867606,0.451339158
18.99,0.103594718,0.171669274,0.166629881,0.310674141,0.517166998
25.58,0.111013051,0.161632561,0.150468062,0.276567785,0.520270279
27,0.116864727,0.170352363,0.162904256,0.299905266,0.520177152
25.97,0.13301205,0.167844453,0.155717855,0.285428475,0.499740582
26.48,0.117715083,0.175822702,0.189425216,0.307080118,0.513192901
27.68,0.121630343,0.167403388,0.170773732,0.292584189,0.500628761
19.79,0.093387057,0.149320095,0.153250943,0.27313026,0.471978957
30.48,0.109109005,0.153802875,0.145537008,0.278944515,0.502688723
19.03,0.102226055,0.178468368,0.172104834,0.315720026,0.526833123
25.58,0.100792337,0.1678823,0.15619325,0.282870484,0.522348835
27.08,0.104375321,0.174130253,0.166303366,0.301614707,0.524475635
25.99,0.115646012,0.172824628,0.160704655,0.294163693,0.514537381
26.54,0.12147588,0.182364342,0.192718848,0.31155602,0.511785918
27.66,0.118926797,0.170991194,0.175574296,0.299654701,0.499046136
19.84,0.095254442,0.15252956,0.157374339,0.277662194,0.477167894
30.51,0.111553786,0.157060367,0.148840965,0.281874081,0.505854278
18.98,0.107991976,0.17509168,0.167996536,0.313007405,0.516271178
25.56,0.088018334,0.164599624,0.152972141,0.278498096,0.517590994
27.08,0.10847334,0.17269091,0.163745095,0.302202146,0.513483767
25.97,0.120214665,0.168975094,0.157294693,0.287380335,0.495997052
26.48,0.122751382,0.179165273,0.190571369,0.308042692,0.50294161
27.65,0.128761026,0.170016711,0.172144352,0.294481667,0.489821188
19.81,0.102979473,0.152384101,0.15430303,0.274729934,0.466722195
30.45,0.118002463,0.155603795,0.145413376,0.280928522,0.494991074
20.29,0.125397378,0.138183989,0.142372855,0.258686324,0.454088724
30.8,0.136221443,0.144279838,0.136965132,0.266666748,0.466502764
18.99,0.113802415,0.174754132,0.170542168,0.324524847,0.540664905
25.53,0.108429309,0.167064164,0.159237858,0.293819232,0.547369947
27.05,0.11212955,0.172441306,0.164359194,0.307692595,0.541719411
25.92,0.133971365,0.17132128,0.162354309,0.298217905,0.525190794
26.5,0.122423414,0.177186576,0.190396474,0.311821595,0.512255313
27.67,0.133015159,0.173597243,0.178565637,0.306715406,0.518637661
19.85,0.111941402,0.15103683,0.155153014,0.273473532,0.473590176
30.53,0.115000006,0.157272685,0.148234841,0.285793671,0.508675572
18.96,0.12888537,0.179958909,0.176698248,0.336406071,0.563829731
25.55,0.124165878,0.168038659,0.161028752,0.296938729,0.547240823
27.07,0.125074176,0.174527024,0.168996882,0.317765623,0.54856974
25.92,0.13967793,0.170456615,0.16194992,0.30056233,0.517023644
26.48,0.139029702,0.178981979,0.192607369,0.318195155,0.523589972
27.67,0.141548568,0.170849592,0.17637534,0.303170879,0.513319339
19.79,0.117076946,0.152029658,0.155948433,0.276717027,0.481201177
30.45,0.123858725,0.155115426,0.147037971,0.283117042,0.5022563
19.18,0.077678901,0.175345757,0.165850422,0.308237742,0.517323622
25.69,0.061137547,0.163583742,0.151620262,0.276039108,0.528563381
27.16,0.099791419,0.169150167,0.160623066,0.294657316,0.506593518
26.05,0.097340873,0.164463412,0.156112345,0.281914855,0.479796749
26.56,0.096545623,0.177306478,0.185627603,0.301230449,0.495991251
27.63,0.110160074,0.167230419,0.170958718,0.293331212,0.488040592
19.98,0.062556811,0.147190358,0.151312197,0.26720706,0.460536908
30.53,0.082318476,0.153626023,0.143141364,0.273522093,0.497868803
18.77,0.121272508,0.180391773,0.175984718,0.32554596,0.541950986
25.53,0.109168715,0.170060245,0.159392453,0.290267551,0.53486815
26.99,0.12302499,0.177136233,0.169784554,0.312211704,0.541970449
25.84,0.113263338,0.174837564,0.163550658,0.297381146,0.514780928
26.47,0.130351638,0.186675899,0.199358199,0.323844889,0.530236826
27.64,0.123899376,0.175802543,0.180950776,0.309437126,0.510530425
19.77,0.102292812,0.1537303,0.15898466,0.282420294,0.488818844
30.42,0.112495675,0.159167531,0.150539386,0.288042609,0.520865437
18.91,0.120993989,0.167901309,0.162340543,0.309375143,0.515288031
25.55,0.128000175,0.159140535,0.149890423,0.27661662,0.514613717
27.04,0.132099476,0.166974287,0.158710619,0.297782078,0.521099048
25.88,0.133656154,0.163488413,0.154639122,0.285621759,0.494808668
26.46,0.142021899,0.171557636,0.183811715,0.305184451,0.502883034
27.67,0.141541382,0.167435833,0.173053096,0.29584261,0.500297772
19.81,0.122735652,0.148630699,0.152668668,0.270418652,0.468086762
30.48,0.128952722,0.155524445,0.146772552,0.282262184,0.497800898
19.03,0.112364673,0.150115552,0.147017576,0.27013742,0.455397487
25.59,0.121214668,0.145849454,0.139568609,0.253961456,0.472872478
27.19,0.118163372,0.150676046,0.143246834,0.26383639,0.47211642
26.07,0.132951249,0.150903292,0.145615155,0.266304321,0.464992694
26.63,0.131381649,0.152222856,0.165109998,0.271295468,0.444884826
27.63,0.142664255,0.157619925,0.161646827,0.278889317,0.472738094
19.93,0.112221614,0.134775816,0.140506966,0.243564396,0.431097279
30.58,0.121174686,0.144315836,0.137981535,0.264563696,0.474006058
28.66,0.20873983,0.24015044,0.245965495,0.383771597,0.656565254
29.92,0.146441268,0.178218759,0.174531992,0.310201007,0.558002255
32.74,0.142759101,0.175185017,0.183001138,0.308111008,0.521500229
29.07,0.142828742,0.16689588,0.167430475,0.29722068,0.52531985
25.51,0.115741349,0.140863615,0.145408109,0.269893419,0.494328292
34.2,0.126752249,0.146236277,0.140008937,0.278335544,0.525917751
22.61,0.186009558,0.24647363,0.246656334,0.404051333,0.621247703
28.48,0.207527984,0.252983642,0.255434067,0.399349241,0.666181418
33.42,0.140659289,0.17845606,0.178278705,0.308324315,0.539957392
29.69,0.153562903,0.177993267,0.173457966,0.311705578,0.558376295
32.32,0.152610886,0.181575097,0.187526295,0.315686195,0.530387386
28.89,0.155749538,0.171788621,0.173547658,0.305165004,0.524071662
25.19,0.124228174,0.14604116,0.149797177,0.277585979,0.494707222
33.84,0.134082864,0.150161769,0.14226342,0.2834564,0.524359767
22.69,0.183300199,0.246389119,0.250068029,0.405298536,0.61952072
28.52,0.209869453,0.254041419,0.254285997,0.404410008,0.66557004
33.4,0.145515365,0.179357889,0.182491316,0.31428089,0.54024975
29.77,0.150799496,0.17922774,0.176035595,0.314625629,0.566407525
32.36,0.145412637,0.181782389,0.190271867,0.318279831,0.530552044
28.9,0.155051626,0.173560796,0.175279386,0.306148483,0.528838046
25.27,0.122186601,0.146696457,0.151339465,0.278318581,0.496090487
33.99,0.127364983,0.150152995,0.143353754,0.283325306,0.526943969
29.99,0.14351567,0.172297229,0.168171688,0.306056011,0.55958782
32.8,0.143452893,0.176742349,0.185763335,0.310847784,0.522972642
29.14,0.146590998,0.170594768,0.171356538,0.303201802,0.5302636
25.6,0.117252886,0.142859067,0.149092986,0.274781236,0.495034763
34.2,0.128484165,0.14808602,0.143482636,0.283534475,0.52956083
22.78,0.181288548,0.237044176,0.239298964,0.387388622,0.609663817
28.61,0.214012927,0.246049629,0.248910835,0.389923348,0.659875244
33.57,0.14503388,0.17355114,0.17497161,0.305133129,0.537605745
29.94,0.153643795,0.174742036,0.168658973,0.306594601,0.563230461
32.65,0.14495091,0.177261477,0.188495059,0.291246705,0.481825921
29.03,0.155088491,0.167369634,0.168168876,0.300280905,0.520458093
34.12,0.120538888,0.147365711,0.142960471,0.276258075,0.513820336
22.78,0.181517479,0.239235773,0.240783321,0.390682397,0.600628828
28.61,0.213807115,0.246001625,0.249986213,0.393083748,0.655339687
33.59,0.141460706,0.174062531,0.175345339,0.304217557,0.528399758
29.89,0.149600516,0.174823777,0.168283945,0.307808773,0.555385284
32.63,0.142093403,0.175616974,0.181811228,0.307015985,0.514661475
29.02,0.147832062,0.169633967,0.170605374,0.298983811,0.517127844
34.07,0.128517448,0.146216938,0.140518751,0.275430433,0.513225693
22.8,0.183178988,0.239020498,0.242762823,0.393053054,0.616084508
28.71,0.211769057,0.247606324,0.252721159,0.398100053,0.668562823
33.94,0.139476468,0.175243101,0.176914311,0.308901177,0.542041507
30.05,0.153092964,0.175688253,0.169693654,0.31088542,0.571996172
32.92,0.146662171,0.176666781,0.186003195,0.311768769,0.526454619
29.15,0.151278115,0.17051045,0.170838595,0.304189864,0.532870094
25.69,0.120166683,0.14210226,0.147345817,0.272760416,0.495124588
34.19,0.132407306,0.147965407,0.142141611,0.281451015,0.523933701
22.8,0.182949218,0.221226544,0.294866809,0.485343543,0.571917043
28.72,0.208192178,0.232321539,0.318824876,0.488222638,0.615318532
33.87,0.143798259,0.169094143,0.224549174,0.383133362,0.505039177
30.13,0.154084655,0.170752292,0.223373121,0.393035221,0.525524384
32.93,0.14912223,0.1717462,0.242848844,0.394211693,0.498187177
29.22,0.152825459,0.162687248,0.222142805,0.378501787,0.498151218
25.78,0.12487281,0.140315849,0.192413946,0.345319439,0.472189827
34.29,0.139914123,0.146578164,0.190245882,0.362026791,0.50277692
22.92,0.180386127,0.225356207,0.308897651,0.504558135,0.577540053
28.75,0.204004017,0.235422341,0.332674098,0.50737324,0.621931067
33.97,0.14364586,0.171368424,0.238716492,0.396376251,0.512947519
30.23,0.149751092,0.175453302,0.236158317,0.409172471,0.542452983
33.1,0.146068784,0.173180142,0.252424932,0.404965436,0.497705267
29.34,0.152463456,0.164734479,0.228860613,0.392174149,0.503728587
25.91,0.122081858,0.140884697,0.19865461,0.353992984,0.472629279
34.45,0.134526609,0.149064636,0.194282664,0.372093225,0.509654997
22.94,0.184343801,0.22883865,0.317551648,0.520238979,0.587737488
28.71,0.214889709,0.241551523,0.342916896,0.522623122,0.625462559
34.03,0.146633658,0.174434214,0.239164251,0.406100493,0.513747904
30.17,0.155412978,0.177412159,0.240397195,0.420078733,0.536056744
33.1,0.148927164,0.176609065,0.257713072,0.415066681,0.501078351
29.26,0.156667422,0.1670842,0.235578602,0.401292122,0.503170206
25.82,0.125575679,0.142970549,0.202075818,0.363378071,0.475793208
34.42,0.138241032,0.150230047,0.202083541,0.381637766,0.507148269
22.7,0.182121517,0.247059852,0.249202339,0.406153483,0.62160928
28.51,0.214665675,0.253028063,0.257163151,0.402392346,0.666559868
33.39,0.141106135,0.178973818,0.178896346,0.310405583,0.53903918
29.84,0.151196186,0.178610475,0.174101037,0.311369616,0.561130636
32.44,0.149267317,0.180700701,0.188378587,0.314387299,0.531517502
28.92,0.149971986,0.177134417,0.190025298,0.304220885,0.514310016
25.27,0.11799314,0.145778139,0.150141544,0.277154375,0.494278912
32.54,0.148141119,0.176899609,0.183688861,0.308301836,0.521946073
25.34,0.122846701,0.145346932,0.149207446,0.276065709,0.497872315
34.08,0.133206071,0.148260711,0.142719685,0.28090888,0.52699682
25.14,0.100645693,0.141040891,0.128230194,0.242821573,0.441551951
25.2,0.109963832,0.142782532,0.134227982,0.257364164,0.443710175
22.57,0.117298297,0.143679316,0.130262564,0.257691871,0.47703951
22.97,0.11280539,0.143769983,0.139044579,0.257676765,0.452855757
22.86,0.120551378,0.140585586,0.129744477,0.255874669,0.460087073
12.17,0.092539728,0.118083228,0.115643026,0.230409199,0.417646702
27.32,0.099914708,0.120682232,0.111711597,0.235040105,0.451831833
25.14,0.104004348,0.151624232,0.135035183,0.255568043,0.471340754
25.2,0.117387743,0.146599099,0.132556599,0.257739663,0.459707534
22.56,0.124449291,0.147587831,0.133950761,0.263545286,0.491273421
22.97,0.116430008,0.150417416,0.143120396,0.262977664,0.462780303
22.86,0.121674325,0.145295197,0.133604361,0.264310295,0.475043532
12.17,0.09278901,0.119683556,0.119023542,0.234851346,0.427798501
27.32,0.09922803,0.124393554,0.116160678,0.242612865,0.465042789
25.11,0.10098206,0.147575787,0.133223665,0.254776501,0.467678395
25.19,0.115458811,0.145330028,0.1320466,0.255809224,0.452613652
22.54,0.116257772,0.145643023,0.133185412,0.262932551,0.479134563
22.98,0.121450164,0.14871428,0.141088754,0.261939464,0.458610426
22.88,0.122777874,0.143814332,0.133085274,0.26255576,0.470121993
12.17,0.093426596,0.119820589,0.118501286,0.233930425,0.420153485
27.33,0.10061222,0.124201767,0.115789744,0.241456979,0.46195516
28.75,0.093851352,0.129861704,0.118261055,0.237500446,0.411802596
25.39,0.120295988,0.146440059,0.134153516,0.25658994,0.455257681
22.54,0.120656581,0.146802706,0.134005777,0.261356818,0.479693978
22.95,0.119603825,0.146842669,0.141194988,0.258241072,0.455110364
22.83,0.124997359,0.144980329,0.134613704,0.26057865,0.465071157
12.16,0.098804675,0.119366725,0.116517765,0.228049534,0.416292306
27.29,0.104486154,0.125314488,0.115866649,0.241467971,0.462597146
25.11,0.107843035,0.148362275,0.13241437,0.253772734,0.45734619
25.14,0.120728414,0.142895111,0.131257676,0.252843184,0.446620863
22.53,0.124566883,0.144312069,0.133720326,0.261904833,0.477253939
23.01,0.125381104,0.147052048,0.140795411,0.26022429,0.450486182
22.87,0.125012958,0.143344041,0.132308244,0.261045235,0.460676993
12.14,0.100716338,0.119156739,0.117863356,0.232349943,0.414382114
27.28,0.107235358,0.123376379,0.116263683,0.239882556,0.462506364
26.52,0.108795706,0.132432333,0.124778418,0.240631922,0.425434725
31.7,0.127392427,0.144558528,0.135071638,0.237810612,0.426218306
40.81,0.11684271,0.136747703,0.12854051,0.244919779,0.428896184
22.83,0.124161458,0.143030767,0.139028458,0.250161249,0.445485281
22.8,0.130358833,0.143453399,0.133042565,0.252296689,0.45812182
11.98,0.102729746,0.118059107,0.116834471,0.220886128,0.409688449
27.2,0.113957655,0.12354153,0.114869427,0.236428739,0.458909539
25.11,0.103628391,0.147621626,0.133007287,0.253490352,0.465828684
25.15,0.116783968,0.144069697,0.131590208,0.254780832,0.451011193
22.57,0.125075568,0.145706032,0.133445926,0.262870892,0.483162824
22.94,0.121996847,0.147696975,0.142051473,0.261970287,0.455410419
22.86,0.126885492,0.143574967,0.132963139,0.261765507,0.466974168
12.18,0.100957216,0.120326835,0.118772263,0.234059187,0.422504249
27.32,0.105709268,0.123874009,0.11559236,0.240814549,0.461060888
25.1,0.105758579,0.1464624,0.132916618,0.252850397,0.46557583
25.16,0.116751773,0.143304221,0.131989476,0.253736156,0.451158763
22.53,0.122589333,0.144669661,0.132903071,0.261121118,0.481187222
22.94,0.119640167,0.146635715,0.14091751,0.261038855,0.456357153
22.85,0.124438262,0.142488738,0.132070475,0.261596546,0.468411337
12.17,0.099995672,0.119621086,0.118442329,0.232246879,0.420951151
27.32,0.105169648,0.123170734,0.11567992,0.240040463,0.463652623
26.34,0.109595078,0.139463073,0.128440375,0.247248088,0.443978077
31.56,0.132809147,0.153994107,0.142022513,0.246478629,0.450844002
40.24,0.117683467,0.143880168,0.131825752,0.246400246,0.452592411
22.83,0.115747835,0.148541932,0.139235891,0.252475247,0.455432262
22.75,0.122827657,0.147203664,0.133625585,0.253279104,0.473445291
11.97,0.0985768,0.121413225,0.116715474,0.222124132,0.414103542
27.18,0.09943776,0.125662173,0.114514653,0.234452903,0.467216768
26.96,0.114346873,0.140463097,0.133480636,0.240001912,0.406121054
32.14,0.116870003,0.13899181,0.127883114,0.245420652,0.45603417
22.5,0.108197611,0.141574753,0.126373627,0.252457083,0.475090529
22.89,0.122707806,0.144084352,0.138774886,0.252259187,0.44366536
22.79,0.127911794,0.141320741,0.131422417,0.254698426,0.461569656
12.07,0.104792112,0.118091778,0.117590235,0.225480969,0.414762217
27.23,0.111181574,0.123928002,0.116463087,0.239058594,0.462290228
26.28,0.119710674,0.135748714,0.128140053,0.245192572,0.429701943
31.51,0.142429636,0.147506223,0.13965241,0.243520733,0.430010173
39.61,0.123583445,0.138585124,0.132603158,0.248567634,0.434006956
22.82,0.131016761,0.144971494,0.141256084,0.253757901,0.451126655
22.74,0.139237236,0.145097781,0.135568513,0.254792909,0.463553096
11.96,0.106584052,0.119954736,0.118050829,0.225386237,0.418226282
27.22,0.115525224,0.125105204,0.118652343,0.240476772,0.462843092
28.29,0.096786718,0.1305522,0.120132874,0.239100526,0.42102265
25.36,0.114185441,0.142062633,0.130351497,0.249901866,0.446089393
22.51,0.118732913,0.14344022,0.130806077,0.257195571,0.470781246
22.96,0.110598511,0.145763289,0.140289381,0.25832209,0.457319511
22.81,0.125472995,0.141970159,0.131591041,0.259333821,0.461636506
12.1,0.097558339,0.117984299,0.117315516,0.229827059,0.42221934
27.26,0.101968672,0.122902255,0.114889808,0.240877533,0.463849516
27.88,0.096975353,0.129876593,0.120752923,0.238150558,0.414701819
25.34,0.115624323,0.14226109,0.130041992,0.250321575,0.442957183
22.52,0.120579418,0.143147521,0.132065356,0.260209288,0.468009658
22.95,0.116739992,0.144411146,0.13907211,0.257896438,0.449135178
22.8,0.126072678,0.142394513,0.131384849,0.259739382,0.460598018
12.13,0.101051264,0.118833475,0.116620821,0.229482884,0.414426529
27.28,0.103406593,0.123271045,0.115860897,0.240481444,0.459888338
26.14,0.120568502,0.141844551,0.135856291,0.258914011,0.443276214
31.41,0.144316726,0.154204536,0.146364579,0.253904627,0.445650926
39.41,0.128718999,0.145375854,0.141525969,0.26098527,0.454655502
22.79,0.134526041,0.151290732,0.149532917,0.265126087,0.466221486
22.74,0.138798955,0.151136081,0.143642959,0.267248883,0.478558557
11.94,0.107799806,0.125236297,0.126728154,0.237843006,0.424040579
27.2,0.120656415,0.127658675,0.122385787,0.248727439,0.47776793
26.76,0.118594326,0.140272027,0.133961396,0.238983281,0.399806986
32.02,0.121954225,0.140624289,0.129688435,0.245743877,0.458838143
22.5,0.106020126,0.142670796,0.12704416,0.253400259,0.478823166
22.85,0.124444187,0.143095886,0.138592871,0.252539646,0.444339152
22.75,0.130532275,0.143451907,0.13154509,0.255109135,0.460798012
12.03,0.105381746,0.118667571,0.117040442,0.223957236,0.415800584
27.2,0.111957253,0.12338223,0.117375522,0.239356389,0.462790465
26.61,0.110599696,0.13193785,0.12141327,0.232324079,0.420118389
31.87,0.108525741,0.133297239,0.119911835,0.211467489,0.398921585
41.78,0.108611339,0.137216893,0.126691144,0.239989278,0.434065025
22.84,0.120330346,0.143232618,0.136805766,0.246268619,0.44514729
22.79,0.113552452,0.142256781,0.130662575,0.246678609,0.460155284
12.02,0.099064239,0.11792785,0.113970464,0.217907335,0.409926961
27.22,0.106874385,0.122882846,0.112489126,0.231146416,0.459112531
26.7,0.118695002,0.141015239,0.13278429,0.23721511,0.401255351
31.93,0.115558744,0.140061823,0.129616817,0.245978175,0.451020609
22.55,0.105511728,0.141264477,0.126281037,0.253148198,0.472179263
22.86,0.119731408,0.143559249,0.137880813,0.250526484,0.440615973
22.76,0.128713275,0.140881264,0.131339565,0.254114389,0.457017256
12.02,0.10487373,0.118371816,0.11631886,0.225036312,0.409824476
27.21,0.111142884,0.124132255,0.115928936,0.237706842,0.460564874
